participant_id,pair_id,trial_id,ref_set_num,ref_set_size,ref_area_multiplier,ref_resulting_area,ref_radius_multiplier,ref_resulting_radius,targ_set_num,targ_set_size,targ_area_multiplier,targ_resulting_area,targ_radius_multiplier,targ_resulting_radius,set_size_ratio,resulting_area_ratio,resulting_radius_ratio
49726,403,49726_403,586,5,0.66,9525.78,0.812403840463596,123.07270148977544,727,7,1,11265,1,158.07763581632176,0.7142857142857143,0.8456085219707058,0.7785585915061364
49726,223,49726_223,548,5,0.55,9030.45,0.7416198487095663,119.70559132175562,1024,10,1,18523,1,242.39588572047802,0.5,0.48752631863089135,0.4938433297493988
49726,462,49726_462,599,5,1,13217,1,144.96536663854414,933,9,1.89,18631.62,1.374772708486752,230.6117751549681,0.5555555555555556,0.7093854425970474,0.6286121623283517
49726,113,49726_113,522,5,0.53,8984.560000000001,0.7280109889280518,119.41831583924379,719,7,1,10390,1,152.04556696892524,0.7142857142857143,0.8647314725697788,0.7854113620007761
49726,396,49726_396,585,5,0.73,8245.35,0.8544003745317531,114.3475822266172,758,7,1,11362,1,158.69205084861295,0.7142857142857143,0.7256953001232178,0.7205627604857227
49726,349,49726_349,572,5,0.74,10488.02,0.8602325267042626,129.11854633370368,866,8,1,14772,1,193.56697117132077,0.625,0.70999323043596,0.6670484409213823
49726,207,49726_207,546,5,1,16590,1,162.3592941859432,677,6,1.57,16923.030000000002,1.2529964086141667,179.6174570638187,0.8333333333333334,0.9803208999806771,0.903917118302462
49726,262,49726_262,556,5,1,17792,1,167.8609670050623,952,9,1.34,25736.04,1.1575836902790226,271.1464458849184,0.5555555555555556,0.6913262491043688,0.6190786180406246
49726,223,49726_223,548,5,1,16419,1,161.4109864104174,1024,10,1.66,30748.18,1.2884098726725126,312.30525225746203,0.5,0.5339828243492786,0.5168372457513184
49726,349,49726_349,572,5,1,14173,1,150.09726129327478,866,8,1.54,22748.88,1.2409673645990857,240.21029408790113,0.625,0.6230196827272375,0.6248577391872685
49726,113,49726_113,522,5,0.61,10340.72,0.7810249675906654,128.1143934316283,719,7,1,10390,1,152.04556696892524,0.7142857142857143,0.9952569778633301,0.8426052530542508
49726,349,49726_349,572,5,0.73,10346.289999999999,0.8544003745317531,128.24315626516437,866,8,1,14772,1,193.56697117132077,0.625,0.7003987273219604,0.6625260264658474
49726,106,49726_106,521,5,1,18907,1,173.24280638961798,841,8,1.43,27315.86,1.1958260743101399,263.37037307182084,0.625,0.692161989408351,0.6577915517565631
49726,442,49726_442,596,5,1,12767,1,142.46907195860965,740,7,1.46,17382.76,1.2083045973594573,196.42982216446856,0.7142857142857143,0.734463341839846,0.7252924753926715
49726,98,49726_98,521,5,0.7,13234.9,0.8366600265340756,144.9453309907755,667,6,1,14611,1,166.89714689704252,0.8333333333333334,0.9058175347341044,0.8684709935766073
49726,364,49726_364,576,5,0.56,11070.640000000001,0.7483314773547883,132.5635103367989,827,8,1,17158,1,208.80469896186116,0.625,0.6452173913043479,0.6348684248768369
49726,238,49726_238,550,5,1,17727,1,167.77575692756577,664,6,1.82,21366.8,1.3490737563232043,201.6577426018716,0.8333333333333334,0.8296516090383211,0.8319827186541591
49726,425,49726_425,590,5,0.5,7650.5,0.7071067811865476,110.27236557868997,891,8,1,11743,1,172.60241609263616,0.625,0.6514945073660905,0.6388807762662285
49726,106,49726_106,521,5,1,18907,1,173.24280638961798,841,8,1,19102,1,220.24137015389684,0.625,0.989791644853942,0.786604289051426
49726,330,49726_330,571,5,1,15339,1,156.07397921304812,783,7,1.54,24284.260000000002,1.2409673645990857,232.47636581403464,0.7142857142857143,0.6316437066643167,0.6713541768710233
49726,126,49726_126,524,5,0.34,7044.460000000001,0.5830951894845301,105.84266106567618,880,8,1,11401,1,170.14926510362145,0.625,0.617880887641435,0.6220577032831595
49726,48,49726_48,510,5,0.65,6951.75,0.806225774829855,105.12521080973642,925,9,1,15095,1,207.70210727928674,0.5555555555555556,0.46053328916859887,0.5061345413716951
49726,260,49726_260,556,5,1,17792,1,167.8609670050623,902,9,2,25300,1.4142135623730951,268.82649808091753,0.5555555555555556,0.7032411067193676,0.6244212092311513
55845,369,55845_369,577,5,1,19017,1,173.680214988351,627,6,1.28,22146.56,1.131370849898476,205.45750470084667,0.8333333333333334,0.8586886631603282,0.8453340034535876
55845,448,55845_448,596,5,0.43,5489.8099999999995,0.6557438524302001,93.42321809829407,981,9,1,11511,1,181.2743617021041,0.5555555555555556,0.4769185996003822,0.5153691742234373
55845,104,55845_104,521,5,0.47,8886.289999999999,0.6855654600401044,118.7692842611372,766,7,1,15342,1,184.54649923523763,0.7142857142857143,0.5792132707600052,0.643573759206044
55845,113,55845_113,522,5,0.52,8815.04,0.7211102550927979,118.28636312809817,719,7,1,10390,1,152.04556696892524,0.7142857142857143,0.8484157844080847,0.7779665365204189
55845,270,55845_270,556,5,0.51,9073.92,0.714142842854285,119.87670818126452,1070,10,1,15862,1,224.30317357450627,0.5,0.5720539654520237,0.5344405354186633
55845,350,55845_350,572,5,0.78,11054.94,0.8831760866327847,132.56231184329297,897,8,1,16203,1,202.80981413049898,0.625,0.6822773560451768,0.653628683659239
55845,396,55845_396,585,5,1,11295,1,133.83372202907148,758,7,1.15,13066.3,1.0723805294763609,170.17826551272515,0.7142857142857143,0.8644375224814983,0.7864325190167367
55845,226,55845_226,548,5,0.47,7716.929999999999,0.6855654600401044,110.65779715398484,1079,10,1,15015,1,218.29452625941104,0.5,0.5139480519480519,0.506919706371768
55845,113,55845_113,522,5,1,16952,1,164.0336720948119,719,7,2,20780,1.4142135623730951,215.02490290616078,0.7142857142857143,0.8157844080846969,0.7628589520461171
55845,448,55845_448,596,5,1,12767,1,142.46907195860965,981,9,1.6,18417.600000000002,1.2649110640673518,229.2959457487385,0.5555555555555556,0.6931956389540439,0.621332712592863
55845,364,55845_364,576,5,0.58,11466.019999999999,0.7615773105863908,134.90994931959284,827,8,1,17158,1,208.80469896186116,0.625,0.6682608695652174,0.646105906573657
55845,364,55845_364,576,5,0.6,11861.4,0.7745966692414834,137.21626936342366,827,8,1,17158,1,208.80469896186116,0.625,0.691304347826087,0.657151252082151
55845,238,55845_238,550,5,0.51,9040.77,0.714142842854285,119.81585601428131,664,6,1,11740,1,149.47866390305754,0.8333333333333334,0.7700826235093697,0.8015582484198972
55845,48,55845_48,510,5,0.74,7914.3,0.8602325267042626,112.16724711420012,925,9,1,15095,1,207.70210727928674,0.5555555555555556,0.5242994368996357,0.5400390423741555
55845,425,55845_425,590,5,0.48,7344.48,0.6928203230275509,108.04441135897514,891,8,1,11743,1,172.60241609263616,0.625,0.6254347270714468,0.6259727633301925
55845,260,55845_260,556,5,1,17792,1,167.8609670050623,902,9,2,25300,1.4142135623730951,268.82649808091753,0.5555555555555556,0.7032411067193676,0.6244212092311513
55845,225,55845_225,548,5,0.5,8209.5,0.7071067811865476,114.13480304881581,1068,10,1,15625,1,222.82798718597195,0.5,0.525408,0.5122103578199046
55845,442,55845_442,596,5,0.69,8809.23,0.8306623862918074,118.34369928591792,740,7,1,11906,1,162.5664775204301,0.7142857142857143,0.7398983705694607,0.7279711112092306
55845,126,55845_126,524,5,1,20719,1,181.5186662048157,880,8,2,22802,1.4142135623730951,240.62739833735665,0.625,0.9086483641785809,0.754355769372234
55845,113,55845_113,522,5,0.4,6780.8,0.6324555320336759,103.74400335616178,719,7,1,10390,1,152.04556696892524,0.7142857142857143,0.6526275264677575,0.6823217896077481
55845,98,55845_98,521,5,1,18907,1,173.24280638961798,667,6,1,14611,1,166.89714689704252,0.8333333333333334,1.2940250496201493,1.0380213778998275
55845,113,55845_113,522,5,0.45,7628.4000000000005,0.6708203932499369,110.03713242087292,719,7,1,10390,1,152.04556696892524,0.7142857142857143,0.7342059672762272,0.7237115465744692
55845,338,55845_338,572,5,0.88,12472.24,0.938083151964686,140.80371197526227,602,6,1,13883,1,162.6793528648229,0.8333333333333334,0.8983821940502773,0.8655290883303549
55845,396,55845_396,585,5,1,11295,1,133.83372202907148,758,7,1.32,14997.84,1.1489125293076057,182.32328552149107,0.7142857142857143,0.7531084476164568,0.7340462390542871
55845,268,55845_268,556,5,1,17792,1,167.8609670050623,1038,10,1.86,23253.72,1.3638181696985856,271.45080357811105,0.5,0.7651248918452617,0.6183844910105769
55845,430,55845_430,590,5,1,15301,1,155.9486749563474,1091,10,1.85,24690.100000000002,1.3601470508735443,279.99789412225726,0.5,0.619722074839713,0.5569637423353424
55845,215,55845_215,548,5,1,16419,1,161.4109864104174,814,8,1.88,24983.32,1.3711309200802089,251.87538330787058,0.625,0.6571984828277426,0.6408366879312006
55845,225,55845_225,548,5,0.48,7881.12,0.6928203230275509,111.82881174506102,1068,10,1,15625,1,222.82798718597195,0.5,0.50439168,0.5018616070508631
55845,198,55845_198,544,5,0.61,11665.64,0.7810249675906654,136.15399725372694,663,6,1,12250,1,152.80031837903522,0.8333333333333334,0.9522971428571428,0.8910583348130496
55845,270,55845_270,556,5,1,17792,1,167.8609670050623,1070,10,1.76,27917.12,1.3266499161421599,297.5717864130391,0.5,0.6373150238993134,0.5641024272780549
55845,110,55845_110,521,5,0.42,7940.94,0.648074069840786,112.27417060755904,946,9,1,15782,1,212.4370687387185,0.5555555555555556,0.5031643644658471,0.5285055535465318
55845,102,55845_102,521,5,0.54,10209.78,0.7348469228349535,127.30694317870238,709,7,1,13870,1,175.6280122051119,0.7142857142857143,0.7361052631578948,0.7248669593209512
55845,396,55845_396,585,5,1,11295,1,133.83372202907148,758,7,1.26,14316.12,1.1224972160321824,178.13138528400557,0.7142857142857143,0.7889707546458118,0.751320278656635
55845,463,55845_463,599,5,1,13217,1,144.96536663854414,943,9,1.78,25402.38,1.3341664064126333,269.52574384909053,0.5555555555555556,0.5203055776663447,0.5378535073061939
55845,463,55845_463,599,5,1,13217,1,144.96536663854414,943,9,1.55,22120.05,1.2449899597988732,251.5104887865532,0.5555555555555556,0.5975122117716732,0.5763790104259644
55845,364,55845_364,576,5,1,19769,1,177.14544202441692,827,8,1.93,33114.94,1.3892443989449805,290.0807585061584,0.625,0.5969813020950664,0.6106762921355783
55845,226,55845_226,548,5,1,16419,1,161.4109864104174,1079,10,1.97,29579.55,1.40356688476182,306.39096818247884,0.5,0.5550794383281693,0.5268137875209331
55845,113,55845_113,522,5,1,16952,1,164.0336720948119,719,7,2,20780,1.4142135623730951,215.02490290616078,0.7142857142857143,0.8157844080846969,0.7628589520461171
55845,397,55845_397,585,5,0.88,9939.6,0.938083151964686,125.547159800197,887,8,1,15771,1,200.13496501083154,0.625,0.6302453871029104,0.6273124728275353
55845,223,55845_223,548,5,1,16419,1,161.4109864104174,1024,10,1.75,32415.25,1.3228756555322954,320.6596162208087,0.5,0.5065208505256014,0.5033717320339726
55845,427,55845_427,590,5,1,15301,1,155.9486749563474,998,9,1.4,25188.8,1.1832159566199232,268.2856215351862,0.5555555555555556,0.6074525185796862,0.5812785421148424
55845,97,55845_97,521,5,1,18907,1,173.24280638961798,637,6,1.96,23578.8,1.4,211.78984423324485,0.8333333333333334,0.8018643866524165,0.8179939270309161
55845,397,55845_397,585,5,1,11295,1,133.83372202907148,887,8,1.27,20029.170000000002,1.1269427669584644,225.54065123444195,0.625,0.5639275117241502,0.5933906872067857
55845,113,55845_113,522,5,0.4,6780.8,0.6324555320336759,103.74400335616178,719,7,1,10390,1,152.04556696892524,0.7142857142857143,0.6526275264677575,0.6823217896077481
55845,427,55845_427,590,5,1,15301,1,155.9486749563474,998,9,1.42,25548.64,1.1916375287812984,270.1951518360387,0.5555555555555556,0.598896849303916,0.5771705150763808
57480,350,57480_350,572,5,1,14173,1,150.09726129327478,897,8,0.66,10693.980000000001,0.812403840463596,164.76347188332545,0.625,1.3253250894428452,0.9109862737024849
57480,262,57480_262,556,5,1.14,20282.879999999997,1.0677078252031311,179.2264680174696,952,9,1,19206,1,234.23485330858594,0.5555555555555556,1.0560699781318337,0.7651571296324244
57480,364,57480_364,576,5,1,19769,1,177.14544202441692,827,8,1.23,21104.34,1.1090536506409416,231.57561365463496,0.625,0.9367267585719335,0.7649572389284754
57480,223,57480_223,548,5,1.52,24956.88,1.2328828005937953,199.00082897228242,1024,10,1,18523,1,242.39588572047802,0.5,1.3473454623980998,0.8209744500439369
57480,427,57480_427,590,5,1,15301,1,155.9486749563474,998,9,1.24,22310.079999999998,1.1135528725660044,252.49002336149871,0.5555555555555556,0.6858334887190006,0.6176429186394833
57480,104,57480_104,521,5,1,18907,1,173.24280638961798,766,7,1.23,18870.66,1.1090536506409416,204.67196868984604,0.7142857142857143,1.001925740806098,0.846441295789484
57480,104,57480_104,521,5,1,18907,1,173.24280638961798,766,7,1.15,17643.3,1.0723805294763609,197.90407256289296,0.7142857142857143,1.071624922775218,0.8753877782609161
57480,463,57480_463,599,5,1,13217,1,144.96536663854414,943,9,1.07,15269.970000000001,1.03440804327886,208.9691330617939,0.5555555555555556,0.86555507312719,0.6937166485524763
57480,126,57480_126,524,5,1,20719,1,181.5186662048157,880,8,1.12,12769.12,1.0583005244258363,180.06905648983323,0.625,1.6225863646046086,1.0080502988311282
57480,350,57480_350,572,5,1,14173,1,150.09726129327478,897,8,1.2,19443.6,1.0954451150103321,222.16702016540853,0.625,0.728928799193565,0.6756055024797284
57480,98,57480_98,521,5,1.09,20608.63,1.044030650891055,180.8707999171459,667,6,1,14611,1,166.89714689704252,0.8333333333333334,1.4104873040859627,1.0837261348075866
57480,338,57480_338,572,5,1,14173,1,150.09726129327478,602,6,1.1,15271.300000000001,1.0488088481701516,170.61954469922057,0.8333333333333334,0.9280807789775591,0.8797190354591332
57480,405,57480_405,587,5,1.06,13648.560000000001,1.0295630140987,147.13506840621113,659,6,1,18396,1,187.33254781222462,0.8333333333333334,0.7419308545335943,0.7854218080335619
57480,349,57480_349,572,5,1,14173,1,150.09726129327478,866,8,1.13,16692.359999999997,1.0630145812734648,205.76451280805438,0.625,0.8490710720353505,0.7294613597111942
57480,113,57480_113,522,5,1.17,19833.84,1.0816653826391966,177.4295446921472,719,7,1,10390,1,152.04556696892524,0.7142857142857143,1.9089355149181906,1.166949804780628
57480,123,57480_123,524,5,1.12,23205.280000000002,1.0583005244258363,192.10129963763478,720,7,1,17736,1,198.37699957494448,0.7142857142857143,1.3083716734325668,0.9683647804394843
57480,260,57480_260,556,5,1.15,20460.8,1.0723805294763609,180.01083267530265,902,9,1,12650,1,190.0890397556492,0.5555555555555556,1.6174545454545455,0.9469816508447745
57480,463,57480_463,599,5,1,13217,1,144.96536663854414,943,9,1.11,15840.810000000001,1.0535653752852738,212.83926060688495,0.5555555555555556,0.8343638993208049,0.6811025664400132
57480,442,57480_442,596,5,1.1,14043.7,1.0488088481701516,149.42282326077984,740,7,1,11906,1,162.5664775204301,0.7142857142857143,1.1795481269947925,0.9191490492989338
57480,403,57480_403,586,5,1,14433,1,151.49202325230803,727,7,1.25,14081.25,1.118033988749895,176.73616970387548,0.7142857142857143,1.0249800266311584,0.8571647982760718
57480,238,57480_238,550,5,1,17727,1,167.77575692756577,664,6,1.28,15027.2,1.131370849898476,169.11580302169085,0.8333333333333334,1.1796608816013627,0.99207616278206
57480,126,57480_126,524,5,1,20719,1,181.5186662048157,880,8,1.17,13339.17,1.0816653826391966,184.0445699440868,0.625,1.553245066971933,0.9862755867231592
57480,403,57480_403,586,5,1.26,18185.58,1.1224972160321824,170.0493743517984,727,7,1,11265,1,158.07763581632176,0.7142857142857143,1.6143435419440748,1.0757332843046008
57480,268,57480_268,556,5,1.16,20638.719999999998,1.0770329614269007,180.79179440144551,1038,10,1,12502,1,199.03738607479013,0.5,1.6508334666453366,0.9083308315429309
57480,98,57480_98,521,5,1.25,23633.75,1.118033988749895,193.69134585001038,667,6,1,14611,1,166.89714689704252,0.8333333333333334,1.6175313120251864,1.160543181541006
57480,430,57480_430,590,5,1.2,18361.2,1.0954451150103321,170.83321417326488,1091,10,1,13346,1,205.8585459141574,0.5,1.3757830061441632,0.8298572858107236
57480,223,57480_223,548,5,1.19,19538.61,1.0908712114635715,176.07859828906209,1024,10,1,18523,1,242.39588572047802,0.5,1.0548296712195648,0.7264091870441622
57480,83,57480_83,516,5,1,11200,1,133.38155696980675,903,9,1.32,18210.72,1.1489125293076057,228.0348478967694,0.5555555555555556,0.6150223604558194,0.5849174290685085
57480,198,57480_198,544,5,1.25,23905,1.118033988749895,194.9038800941476,663,6,1,12250,1,152.80031837903522,0.8333333333333334,1.9514285714285715,1.2755462957261035
57480,75,57480_75,516,5,1,11200,1,133.38155696980675,717,7,1.25,20932.5,1.118033988749895,215.6818241166282,0.7142857142857143,0.5350531470201839,0.6184181607147469
57480,263,57480_263,556,5,1,17792,1,167.8609670050623,989,9,1.24,19678.8,1.1135528725660044,237.1592097384186,0.5555555555555556,0.9041201699290607,0.7077986437474186
57480,190,57480_190,542,5,1,9992,1,125.84046596595115,890,8,1.19,16224.46,1.0908712114635715,202.7643066089704,0.625,0.6158602505106487,0.6206243498695934
57480,430,57480_430,590,5,1.13,17290.129999999997,1.0630145812734648,165.77571540887328,1091,10,1,13346,1,205.8585459141574,0.5,1.29552899745242,0.8052894509320077
57480,396,57480_396,585,5,1,11295,1,133.83372202907148,758,7,1.14,12952.679999999998,1.0677078252031311,169.43674448859724,0.7142857142857143,0.8720203077664237,0.7898742532678809
57480,350,57480_350,572,5,1.24,17574.52,1.1135528725660044,167.1412364774163,897,8,1,16203,1,202.80981413049898,0.625,1.0846460532000246,0.82412795058265
57480,442,57480_442,596,5,1,12767,1,142.46907195860965,740,7,1,11906,1,162.5664775204301,0.7142857142857143,1.072316479086175,0.8763742324471859
57480,403,57480_403,586,5,1.16,16742.28,1.0770329614269007,163.16190243598624,727,7,1,11265,1,158.07763581632176,0.7142857142857143,1.4862210386151797,1.032163098805274
57480,403,57480_403,586,5,1.4,20206.199999999997,1.1832159566199232,179.24777921276728,727,7,1,11265,1,158.07763581632176,0.7142857142857143,1.793715046604527,1.1339224444186664
57480,215,57480_215,548,5,1.17,19210.23,1.0816653826391966,174.5926763777943,814,8,1,13289,1,183.69900322365737,0.625,1.4455737828279027,0.9504280007726774
57480,403,57480_403,586,5,1.29,18618.57,1.1357816691600546,172.06186303394023,727,7,1,11265,1,158.07763581632176,0.7142857142857143,1.652780292942743,1.088464298857983
57480,349,57480_349,572,5,1.36,19275.280000000002,1.1661903789690602,175.04198202982218,866,8,1,14772,1,193.56697117132077,0.625,1.3048524235039265,0.9042967453104247
57480,442,57480_442,596,5,1.46,18639.82,1.2083045973594573,172.14603462912336,740,7,1,11906,1,162.5664775204301,0.7142857142857143,1.5655820594658156,1.0589270140733003
57480,49,57480_49,510,5,1,10695,1,130.39177621420242,1039,10,0.85,10708.3,0.9219544457292888,184.29930447554983,0.5,0.998757972787464,0.7075000992827997
57480,215,57480_215,548,5,1.38,22658.219999999998,1.174734012447073,189.6149757189496,814,8,1,13289,1,183.69900322365737,0.625,1.7050357438482955,1.0322047065660418
57480,226,57480_226,548,5,1,16419,1,161.4109864104174,1079,10,1,15015,1,218.29452625941104,0.5,1.0935064935064935,0.7394183866003314
57480,430,57480_430,590,5,1,15301,1,155.9486749563474,1091,10,0.83,11077.18,0.9110433579144299,187.5460609250158,0.5,1.3813082391005653,0.8315219961815055
57480,98,57480_98,521,5,1,18907,1,173.24280638961798,667,6,1,14611,1,166.89714689704252,0.8333333333333334,1.2940250496201493,1.0380213778998275
57480,397,57480_397,585,5,1,11295,1,133.83372202907148,887,8,1,15771,1,200.13496501083154,0.625,0.7161879398896709,0.6687173429281997
57480,280,57480_280,563,5,1,13607,1,146.91374372304392,617,6,0.79,9517.130000000001,0.8888194417315589,134.61019216864298,0.8333333333333334,1.4297377465685557,1.0914013371215365
58428,260,58428_260,556,5,1,17792,1,167.8609670050623,902,9,1.34,16951,1.1575836902790226,220.04397212194024,0.5555555555555556,1.049613592118459,0.7628519217606194
58428,430,58428_430,590,5,1.06,16219.060000000001,1.0295630140987,160.55898783275546,1091,10,1,13346,1,205.8585459141574,0.5,1.2152749887606775,0.7799481295263216
58428,405,58428_405,587,5,1.24,15966.24,1.1135528725660044,159.13807686881907,659,6,1,18396,1,187.33254781222462,0.8333333333333334,0.8679191128506197,0.8494950756145875
58428,369,58428_369,577,5,1.09,20728.530000000002,1.044030650891055,181.32746790118648,627,6,1,17302,1,181.60049352454456,0.8333333333333334,1.1980424228412903,0.9984965590232762
58428,104,58428_104,521,5,1,18907,1,173.24280638961798,766,7,1.13,17336.46,1.0630145812734648,196.17561961002994,0.7142857142857143,1.0905917355676995,0.8831005949363167
58428,442,58428_442,596,5,1,12767,1,142.46907195860965,740,7,0.96,11429.76,0.9797958971132712,159.28196768267426,0.7142857142857143,1.1169963323814323,0.8944457055078594
58428,262,58428_262,556,5,0.97,17258.239999999998,0.9848857801796105,165.32387945048464,952,9,1,19206,1,234.23485330858594,0.5555555555555556,0.8985858585858585,0.705803927619104
58428,113,58428_113,522,5,1,16952,1,164.0336720948119,719,7,1.07,11117.300000000001,1.03440804327886,157.27715741755082,0.7142857142857143,1.5248306693171902,1.0429592878470164
58428,97,58428_97,521,5,1,18907,1,173.24280638961798,637,6,1.1,13233.000000000002,1.0488088481701516,158.66218756028957,0.8333333333333334,1.4287765434897604,1.091897250715694
58428,198,58428_198,544,5,0.85,16255.4,0.9219544457292888,160.721856894178,663,6,1,12250,1,152.80031837903522,0.8333333333333334,1.3269714285714285,1.051842421528813
58428,215,58428_215,548,5,1,16419,1,161.4109864104174,814,8,1,13289,1,183.69900322365737,0.625,1.2355331477161562,0.8786709975442607
58428,126,58428_126,524,5,1,20719,1,181.5186662048157,880,8,1.04,11857.04,1.019803902718557,173.51888459736753,0.625,1.7474007003434244,1.0461032332360298
58428,198,58428_198,544,5,1,19124,1,174.32732998759286,663,6,1.39,17027.5,1.1789826122551597,180.14891851593504,0.8333333333333334,1.1231243576567318,0.9676845768695124
60386,403,60386_403,586,5,1,14433,1,151.49202325230803,727,7,1.03,11602.95,1.014889156509222,160.43127847659878,0.7142857142857143,1.2439077993096583,0.9442798479874068
60386,260,60386_260,556,5,0.84,14945.279999999999,0.916515138991168,153.84711750583654,902,9,1,12650,1,190.0890397556492,0.5555555555555556,1.1814450592885375,0.8093423887226744
60386,224,60386_224,548,5,1.05,17239.95,1.02469507659596,165.3970430832521,1052,10,1,16502,1,228.9604942413091,0.5,1.0447188219609744,0.7223824513102887
60386,238,60386_238,550,5,0.69,12231.63,0.8306623862918074,139.36501061136602,664,6,1,11740,1,149.47866390305754,0.8333333333333334,1.0418764906303235,0.9323404890864518
60386,349,60386_349,572,5,1.06,15023.380000000001,1.0295630140987,154.53458874506413,866,8,1,14772,1,193.56697117132077,0.625,1.0170173300839427,0.7983520525735243
60386,97,60386_97,521,5,1,18907,1,173.24280638961798,637,6,1.25,15037.5,1.118033988749895,169.1344602320098,0.8333333333333334,1.2573233582709893,1.0242904145729532
60386,425,60386_425,590,5,1,15301,1,155.9486749563474,891,8,1.09,12799.87,1.044030650891055,180.20221281856365,0.625,1.1954027658093402,0.8654093227665528
60386,104,60386_104,521,5,1,18907,1,173.24280638961798,766,7,1.19,18256.98,1.0908712114635715,201.31646319210475,0.7142857142857143,1.0356039169676474,0.8605496224335231
60386,350,60386_350,572,5,1,14173,1,150.09726129327478,897,8,0.85,13772.55,0.9219544457292888,186.98140977514427,0.625,1.02907595180268,0.8027389539621893
60386,225,60386_225,548,5,1,16419,1,161.4109864104174,1068,10,1.04,16250,1.019803902718557,227.24085096717482,0.5,1.0104,0.7103079649782397
60386,330,60386_330,571,5,1,15339,1,156.07397921304812,783,7,0.86,13561.34,0.9273618495495703,173.72714120287552,0.7142857142857143,1.1310829165849392,0.8983856991625025
60386,345,60386_345,572,5,1,14173,1,150.09726129327478,761,7,0.9,15127.2,0.9486832980505138,183.43060520291638,0.7142857142857143,0.9369215717383256,0.818278177337052
60386,350,60386_350,572,5,1.09,15448.570000000002,1.044030650891055,156.70614140498245,897,8,1,16203,1,202.80981413049898,0.625,0.9534388693451831,0.7726753366291688
60386,232,60386_232,549,5,1,17384,1,165.92926557117528,659,6,0.86,15820.56,0.9273618495495703,173.72505801997795,0.8333333333333334,1.0988233033470372,0.9551256880403162
60386,97,60386_97,521,5,1,18907,1,173.24280638961798,637,6,1.22,14676.6,1.104536101718726,167.0925206664318,0.8333333333333334,1.288241145769456,1.0368076661879082
60386,198,60386_198,544,5,1,19124,1,174.32732998759286,663,6,1.11,13597.500000000002,1.0535653752852738,160.98512477671756,0.8333333333333334,1.4064350064350062,1.0828784971864986
60386,102,60386_102,521,5,0.83,15692.81,0.9110433579144299,157.83170806771702,709,7,1,13870,1,175.6280122051119,0.7142857142857143,1.1314210526315789,0.8986704688281104
60386,48,60386_48,510,5,1,10695,1,130.39177621420242,925,9,0.84,12679.8,0.916515138991168,190.36212572183396,0.5555555555555556,0.8434675625798514,0.6849670107421315
60386,262,60386_262,556,5,0.93,16546.56,0.9643650760992956,161.87925421993825,952,9,1,19206,1,234.23485330858594,0.5555555555555556,0.8615307716338645,0.6910980664635553
60386,425,60386_425,590,5,0.86,13158.86,0.9273618495495703,144.6208516423231,891,8,1,11743,1,172.60241609263616,0.625,1.1205705526696756,0.8378842829448269
60386,260,60386_260,556,5,0.7,12454.4,0.8366600265340756,140.442561108491,902,9,1,12650,1,190.0890397556492,0.5555555555555556,0.9845375494071146,0.7388251384142058
60386,48,60386_48,510,5,1,10695,1,130.39177621420242,925,9,0.74,11170.3,0.8602325267042626,178.67210854666064,0.5555555555555556,0.9574496656311827,0.7297824896948049
60386,123,60386_123,524,5,0.87,18025.53,0.9327379053088815,169.30934049034184,720,7,1,17736,1,198.37699957494448,0.7142857142857143,1.0163244248985115,0.8534726346961347
60386,462,60386_462,599,5,0.92,12159.640000000001,0.9591663046625439,139.04589502274322,933,9,1,9858,1,167.74538345964726,0.5555555555555556,1.2334794075877462,0.8289104126444828
60386,232,60386_232,549,5,1,17384,1,165.92926557117528,659,6,0.78,14348.880000000001,0.8831760866327847,165.44762647574956,0.8333333333333334,1.2115231293313484,1.0029111272593343
60386,83,60386_83,516,5,1,11200,1,133.38155696980675,903,9,0.81,11174.76,0.9,178.63097309137672,0.5555555555555556,1.0022586614835576,0.7466877365191135
60386,123,60386_123,524,5,1,20719,1,181.5186662048157,720,7,0.92,16317.12,0.9591663046625439,190.27653361234255,0.7142857142857143,1.2697706458002391,0.9539729506247493
60386,345,60386_345,572,5,1,14173,1,150.09726129327478,761,7,0.8,13446.400000000001,0.8944271909999159,172.94003308817946,0.7142857142857143,1.0540367682056162,0.8679150721379966
60386,83,60386_83,516,5,1.05,11760,1.02469507659596,136.67542473566454,903,9,1,13796,1,198.47885899041856,0.5555555555555556,0.8524209915917658,0.6886145226291454
60386,49,60386_49,510,5,1,10695,1,130.39177621420242,1039,10,0.86,10834.28,0.9273618495495703,185.3802480815086,0.5,0.9871445079876097,0.7033746991042505
60386,232,60386_232,549,5,1.02,17731.68,1.0099504938362078,167.58034370548776,659,6,1,18396,1,187.33254781222462,0.8333333333333334,0.9638878016960208,0.8945607459172779
60386,226,60386_226,548,5,0.88,14448.72,0.938083151964686,151.41692689361344,1079,10,1,15015,1,218.29452625941104,0.5,0.9622857142857142,0.6936359307226816
60386,350,60386_350,572,5,1,14173,1,150.09726129327478,897,8,0.8,12962.400000000001,0.8944271909999159,181.39861235995724,0.625,1.0933931987903474,0.8274443742459848
60386,462,60386_462,599,5,1,13217,1,144.96536663854414,933,9,1.09,10745.220000000001,1.044030650891055,175.13132187734516,0.5555555555555556,1.2300353087233205,0.8277523693909646
60386,83,60386_83,516,5,1.22,13664,1.104536101718726,147.32474497660453,903,9,1,13796,1,198.47885899041856,0.5555555555555556,0.9904320092780516,0.7422692055264009
